Date,Adj Close,Close,High,Low,Open,Volume
2023-12-01,95.52275848388672,99.19999694824219,99.30000305175781,98.4000015258789,98.5,5868186.0
2023-12-04,96.10051727294922,99.80000305175781,101.0,99.0999984741211,99.0999984741211,9224025.0
2023-12-05,96.77456665039062,100.5,101.0,100.0,100.5,6953640.0
2023-12-06,96.29310607910156,100.0,101.5,100.0,101.0,4873323.0
2023-12-07,95.71534729003906,99.4000015258789,100.5,99.19999694824219,100.0,2769663.0
2023-12-08,95.42646789550781,99.0999984741211,99.69999694824219,98.80000305175781,99.69999694824219,2602627.0
2023-12-11,94.84870910644531,98.5,99.19999694824219,98.0999984741211,99.0999984741211,2283845.0
2023-12-12,95.04129028320312,98.69999694824219,99.19999694824219,98.5,99.19999694824219,2511072.0
2023-12-13,94.7524185180664,98.4000015258789,99.0999984741211,98.30000305175781,99.0999984741211,1858446.0
2023-12-14,95.23387908935547,98.9000015258789,99.4000015258789,98.30000305175781,99.4000015258789,2650614.0
2023-12-15,94.7524185180664,98.4000015258789,99.19999694824219,97.80000305175781,99.19999694824219,5902462.0
2023-12-18,94.46353149414062,98.0999984741211,98.30000305175781,97.80000305175781,98.30000305175781,2178025.0
2023-12-19,94.36724090576172,98.0,98.0,97.5999984741211,97.80000305175781,2300460.0
2023-12-20,94.46353149414062,98.0999984741211,98.0999984741211,97.5999984741211,98.0,3117733.0
2023-12-21,93.98207092285156,97.5999984741211,97.80000305175781,97.30000305175781,97.5999984741211,3213832.0
2023-12-22,93.59689331054688,97.19999694824219,97.69999694824219,97.19999694824219,97.30000305175781,2515600.0
2023-12-25,93.88577270507812,97.5,97.5999984741211,97.0,97.30000305175781,1638921.0
2023-12-26,94.1746597290039,97.80000305175781,98.19999694824219,97.5,97.9000015258789,1833076.0
2023-12-27,94.65612030029297,98.30000305175781,98.5,97.69999694824219,98.0999984741211,2117655.0
2023-12-28,95.13758850097656,98.80000305175781,98.80000305175781,98.0999984741211,98.19999694824219,1721426.0
2023-12-29,94.94499969482422,98.5999984741211,98.69999694824219,97.9000015258789,98.5,2602561.0
2024-01-02,95.81163787841797,99.5,99.5,98.4000015258789,98.5,2336791.0
2024-01-03,95.23387908935547,98.9000015258789,99.0,98.4000015258789,98.69999694824219,1866410.0
2024-01-04,95.23387908935547,98.9000015258789,98.9000015258789,98.19999694824219,98.9000015258789,1485645.0
2024-01-05,94.84870910644531,98.5,98.9000015258789,98.19999694824219,98.5999984741211,1098389.0
2024-01-08,95.33016967773438,99.0,99.0,98.4000015258789,98.69999694824219,1306193.0
2024-01-09,95.42646789550781,99.0999984741211,99.0999984741211,98.80000305175781,99.0,1376775.0
2024-01-10,95.13758850097656,98.80000305175781,99.30000305175781,98.5,99.30000305175781,1953383.0
2024-01-11,96.00421905517578,99.69999694824219,99.80000305175781,99.0,99.30000305175781,2835643.0
2024-01-12,96.10051727294922,99.80000305175781,100.0,99.19999694824219,100.0,1874647.0
2024-01-15,95.42646789550781,99.0999984741211,99.80000305175781,98.9000015258789,99.80000305175781,2049820.0
2024-01-16,94.36724090576172,98.0,98.69999694824219,98.0,98.5999984741211,3277554.0
2024-01-17,93.59689331054688,97.19999694824219,98.0,97.0999984741211,97.5999984741211,4512546.0
2024-01-18,93.69319152832031,97.30000305175781,97.69999694824219,97.19999694824219,97.19999694824219,2495800.0
2024-01-19,93.69319152832031,97.30000305175781,97.5999984741211,96.9000015258789,97.0,3670276.0
2024-01-22,93.98207092285156,97.5999984741211,98.0999984741211,97.30000305175781,97.80000305175781,1844144.0
2024-01-23,93.69319152832031,97.30000305175781,98.0,97.19999694824219,98.0,2315581.0
2024-01-24,93.69319152832031,97.30000305175781,98.0999984741211,97.19999694824219,97.4000015258789,2510271.0
2024-01-25,93.98207092285156,97.5999984741211,98.0,97.30000305175781,97.80000305175781,2076139.0
2024-01-26,94.7524185180664,98.4000015258789,98.4000015258789,97.4000015258789,97.4000015258789,1471135.0
2024-01-29,94.94499969482422,98.5999984741211,98.5999984741211,97.80000305175781,98.0,1159942.0
2024-01-30,94.84870910644531,98.5,98.5999984741211,97.9000015258789,98.5999984741211,2001124.0
2024-01-31,94.36724090576172,98.0,98.4000015258789,97.9000015258789,98.30000305175781,2061421.0
2024-02-01,95.04129028320312,98.69999694824219,98.80000305175781,98.0999984741211,98.5,2806175.0
2024-02-02,94.65612030029297,98.30000305175781,98.80000305175781,98.19999694824219,98.69999694824219,1328878.0
2024-02-05,94.84870910644531,98.5,98.5,97.80000305175781,97.9000015258789,1770725.0
2024-02-15,94.36724090576172,98.0,98.5,97.69999694824219,97.80000305175781,3281585.0
2024-02-16,94.36724090576172,98.0,98.0999984741211,97.69999694824219,98.0,2702575.0
2024-02-19,94.36724090576172,98.0,98.0999984741211,97.69999694824219,98.0,3085940.0
2024-02-20,94.94499969482422,98.5999984741211,98.69999694824219,98.0,98.0,1700977.0
2024-02-21,96.29310607910156,100.0,100.0,98.80000305175781,98.9000015258789,4427042.0
2024-02-22,96.19681549072266,99.9000015258789,100.0,99.5999984741211,100.0,3114132.0
2024-02-23,95.71534729003906,99.4000015258789,99.80000305175781,99.30000305175781,99.69999694824219,1881784.0
2024-02-26,96.19681549072266,99.9000015258789,99.9000015258789,99.0999984741211,99.0999984741211,2565027.0
2024-02-27,95.42646789550781,99.0999984741211,99.9000015258789,99.0999984741211,99.5,2851906.0
2024-02-29,95.33016967773438,99.0,99.30000305175781,98.5,99.0999984741211,11177863.0
2024-03-01,94.7524185180664,98.4000015258789,98.80000305175781,98.19999694824219,98.4000015258789,3353742.0
2024-03-04,94.46353149414062,98.0999984741211,98.9000015258789,98.0,98.0,2491528.0
2024-03-05,94.27095031738281,97.9000015258789,98.5,97.80000305175781,98.0999984741211,2846467.0
2024-03-06,94.84870910644531,98.5,98.69999694824219,98.0,98.4000015258789,2262653.0
2024-03-07,94.27095031738281,97.9000015258789,98.30000305175781,97.9000015258789,98.0,4461634.0
2024-03-08,94.7524185180664,98.4000015258789,98.4000015258789,97.5999984741211,97.5999984741211,2768493.0
2024-03-11,95.13758850097656,98.80000305175781,99.0,98.5,98.80000305175781,2026356.0
2024-03-12,95.23387908935547,98.9000015258789,99.19999694824219,98.5999984741211,98.80000305175781,3142499.0
2024-03-13,95.90792846679688,99.5999984741211,99.80000305175781,98.5999984741211,98.5999984741211,4762927.0
2024-03-14,96.10051727294922,99.80000305175781,99.80000305175781,99.19999694824219,99.5,3527772.0
2024-03-15,95.61905670166016,99.30000305175781,100.0,99.30000305175781,99.80000305175781,9289391.0
2024-03-18,95.90792846679688,99.5999984741211,100.0,99.30000305175781,99.30000305175781,3025859.0
2024-03-19,94.84870910644531,98.5,99.30000305175781,98.5,99.30000305175781,5347516.0
2024-03-20,94.94499969482422,98.5999984741211,99.0999984741211,98.5,98.5,4068110.0
2024-03-21,95.71534729003906,99.4000015258789,99.5999984741211,98.69999694824219,99.19999694824219,3191223.0
2024-03-22,96.19681549072266,99.9000015258789,99.9000015258789,99.4000015258789,99.80000305175781,4098959.0
2024-03-25,96.19681549072266,99.9000015258789,99.9000015258789,99.30000305175781,99.30000305175781,1461442.0
2024-03-26,96.77456665039062,100.5,101.0,99.5999984741211,99.9000015258789,5814013.0
2024-03-27,98.21896362304688,102.0,102.0,100.5,100.5,4771112.0
2024-03-28,98.21896362304688,102.0,103.5,101.5,102.5,6460089.0
2024-03-29,98.70043182373047,102.5,103.0,102.0,102.0,2841000.0
2024-04-01,100.14482879638672,104.0,104.0,102.5,103.0,5276717.0
2024-04-02,100.14482879638672,104.0,104.0,103.5,103.5,4979030.0
2024-04-03,99.18190002441406,103.0,104.0,102.5,103.0,5978185.0
2024-04-08,100.14482879638672,104.0,104.0,102.5,102.5,5958416.0
2024-04-09,100.14482879638672,104.0,104.0,103.5,103.5,3690773.0
2024-04-10,100.14482879638672,104.0,104.0,103.5,103.5,4126667.0
2024-04-11,100.14482879638672,104.0,104.0,103.0,103.5,4213306.0
2024-04-12,100.62629699707031,104.5,104.5,103.0,103.0,5485168.0
2024-04-15,100.14482879638672,104.0,104.5,104.0,104.0,4099280.0
2024-04-16,98.21896362304688,102.0,104.0,102.0,103.5,5009348.0
2024-04-17,98.21896362304688,102.0,103.0,101.5,102.5,4836894.0
2024-04-18,99.66336059570312,103.5,103.5,101.0,102.0,8772650.0
2024-04-19,98.21896362304688,102.0,102.5,101.5,102.5,9213462.0
2024-04-22,100.62629699707031,104.5,105.0,102.5,103.0,12441761.0
2024-04-23,99.18190002441406,103.0,104.5,103.0,103.5,8478747.0
2024-04-24,98.21896362304688,102.0,104.0,102.0,103.5,10559134.0
2024-04-25,98.70043182373047,102.5,103.5,102.0,102.0,5040548.0
2024-04-26,99.66336059570312,103.5,104.0,102.5,102.5,3823366.0
2024-04-29,100.14482879638672,104.0,104.0,103.0,103.5,3392259.0
2024-04-30,100.14482879638672,104.0,104.5,103.5,103.5,4668276.0
2024-05-02,100.14482879638672,104.0,104.5,103.0,104.0,6751765.0
2024-05-03,100.62629699707031,104.5,104.5,104.0,104.0,4822098.0
2024-05-06,101.10775756835938,105.0,105.0,104.0,104.5,4881538.0
2024-05-07,100.62629699707031,104.5,105.0,104.0,104.5,4811753.0
2024-05-08,101.10775756835938,105.0,105.0,104.5,105.0,4698626.0
2024-05-09,101.10775756835938,105.0,105.0,104.5,104.5,3560984.0
2024-05-10,101.10775756835938,105.0,105.0,104.5,105.0,4461456.0
2024-05-13,101.58922576904297,105.5,105.5,105.0,105.0,2349176.0
2024-05-14,100.62629699707031,104.5,105.5,104.5,105.5,3151975.0
2024-05-15,101.10775756835938,105.0,105.5,105.0,105.0,3873682.0
2024-05-16,101.58922576904297,105.5,106.0,105.0,105.5,6246289.0
2024-05-17,102.07068634033203,106.0,106.0,105.5,105.5,2855012.0
2024-05-20,102.07068634033203,106.0,106.5,105.5,106.0,5535543.0
2024-05-21,101.58922576904297,105.5,106.0,105.0,106.0,4105380.0
2024-05-22,103.03362274169922,107.0,107.0,105.5,106.0,7415387.0
2024-05-23,103.03362274169922,107.0,107.5,106.0,106.0,5645925.0
2024-05-24,102.55215454101562,106.5,107.0,106.0,107.0,3689818.0
2024-05-27,101.58922576904297,105.5,107.0,105.5,106.0,10115996.0
2024-05-28,101.10775756835938,105.0,106.0,104.5,105.5,7485924.0
2024-05-29,99.18190002441406,103.0,105.0,102.5,104.5,12381417.0
2024-05-30,100.62629699707031,104.5,105.5,102.5,102.5,9816268.0
2024-05-31,101.58922576904297,105.5,106.5,104.5,104.5,19492001.0
2024-06-03,102.55215454101562,106.5,107.5,105.0,105.5,13872968.0
2024-06-04,102.55215454101562,106.5,107.5,106.0,106.0,6899726.0
2024-06-05,103.03362274169922,107.0,107.5,106.5,106.5,5407595.0
2024-06-06,102.55215454101562,106.5,107.0,106.5,106.5,4965870.0
2024-06-07,103.03362274169922,107.0,107.5,106.5,106.5,5386232.0
2024-06-11,103.03362274169922,107.0,107.5,106.5,106.5,5817746.0
2024-06-12,102.07068634033203,106.0,107.0,106.0,106.5,3329052.0
2024-06-13,102.07068634033203,106.0,107.0,106.0,106.5,4104837.0
2024-06-14,103.51508331298828,107.5,107.5,106.5,106.5,5120705.0
2024-06-17,103.51508331298828,107.5,107.5,106.5,106.5,4143719.0
2024-06-18,103.51508331298828,107.5,107.5,107.0,107.5,3715484.0
2024-06-19,102.55215454101562,106.5,107.5,106.5,107.0,6174740.0
2024-06-20,102.55215454101562,106.5,107.0,105.5,106.5,8520419.0
2024-06-21,102.07068634033203,106.0,107.0,104.0,106.5,32103349.0
2024-06-24,103.03362274169922,107.0,107.0,105.5,106.0,6240685.0
2024-06-25,102.55215454101562,106.5,107.5,105.5,107.0,5565703.0
2024-06-26,102.07068634033203,106.0,106.5,105.5,106.0,4471047.0
2024-06-27,102.07068634033203,106.0,106.0,105.0,105.5,5681819.0
2024-06-28,103.03362274169922,107.0,108.0,105.5,106.0,41683411.0
2024-07-01,104.95948028564453,109.0,110.0,107.0,107.0,38873615.0
2024-07-02,107.36681365966797,111.5,111.5,107.5,108.0,41737192.0
2024-07-03,108.32974243164062,112.5,114.5,108.5,111.5,44952492.0
2024-07-04,106.88534545898438,111.0,112.5,109.0,111.0,40218987.0
2024-07-05,111.69999694824219,116.0,116.0,109.5,111.0,51295621.0
2024-07-08,102.5,102.5,106.5,102.0,105.0,33607342.0
2024-07-09,101.0,101.0,103.5,101.0,103.0,14076518.0
2024-07-10,102.0,102.0,102.0,100.5,101.5,11758605.0
2024-07-11,101.0,101.0,102.0,100.5,102.0,9430155.0
2024-07-12,101.0,101.0,102.0,100.5,101.0,9487022.0
2024-07-15,101.0,101.0,101.5,100.5,101.5,8994495.0
2024-07-16,101.0,101.0,102.0,100.5,101.5,8295000.0
2024-07-17,102.0,102.0,102.5,101.0,101.0,11717744.0
2024-07-18,104.0,104.0,104.5,102.0,102.5,25402344.0
2024-07-19,103.5,103.5,104.0,102.5,102.5,7585505.0
2024-07-22,103.5,103.5,104.5,102.5,103.5,11616489.0
2024-07-23,105.5,105.5,105.5,103.5,103.5,9108712.0
2024-07-26,106.0,106.0,106.0,104.0,104.5,8778370.0
2024-07-29,104.5,104.5,106.0,104.0,106.0,7275920.0
2024-07-30,105.5,105.5,105.5,103.5,104.5,9147776.0
2024-07-31,105.5,105.5,105.5,104.5,105.0,5304542.0
2024-08-01,105.5,105.5,106.0,104.5,105.0,7363692.0
2024-08-02,106.0,106.0,106.0,104.0,104.5,10032894.0
2024-08-05,106.0,106.0,106.0,102.0,104.5,26072365.0
2024-08-06,110.5,110.5,111.0,105.5,106.0,24809646.0
2024-08-07,108.0,108.0,110.0,106.5,108.0,10184192.0
2024-08-08,107.0,107.0,108.0,106.0,106.5,8954284.0
2024-08-09,107.5,107.5,107.5,106.0,106.5,7539786.0
2024-08-12,107.5,107.5,108.0,105.5,107.5,6502791.0
2024-08-13,107.5,107.5,107.5,106.0,107.5,5760595.0
2024-08-14,109.0,109.0,109.0,107.0,107.5,7475438.0
2024-08-15,108.5,108.5,109.0,107.0,109.0,7092752.0
2024-08-16,107.5,107.5,109.5,107.0,109.5,7873538.0
2024-08-19,109.5,109.5,109.5,107.5,108.0,6433125.0
2024-08-20,108.5,108.5,110.5,108.0,109.5,5763779.0
2024-08-21,110.0,110.0,110.0,108.5,109.0,5812475.0
2024-08-22,110.0,110.0,110.0,109.0,109.5,4645970.0
2024-08-23,111.5,111.5,111.5,109.5,110.5,6883087.0
2024-08-26,110.0,110.0,111.0,109.0,111.0,4549954.0
2024-08-27,112.0,112.0,112.0,109.0,109.5,5369261.0
2024-08-28,111.5,111.5,112.0,110.5,111.5,4831620.0
2024-08-29,111.0,111.0,112.0,110.5,111.5,5098126.0
2024-08-30,112.0,112.0,112.0,111.0,111.5,6462435.0
2024-09-02,113.0,113.0,113.0,111.5,112.0,4121075.0
2024-09-03,112.0,112.0,112.5,111.0,112.5,4895944.0
2024-09-04,112.0,112.0,113.0,110.0,110.0,12958431.0
2024-09-05,113.0,113.0,113.5,111.5,112.0,6016088.0
2024-09-06,115.0,115.0,115.0,112.0,112.5,6827357.0
2024-09-09,115.0,115.0,115.0,113.5,113.5,6974049.0
2024-09-10,115.0,115.0,115.0,113.5,114.0,4909213.0
2024-09-11,115.0,115.0,116.0,114.5,115.0,7065684.0
2024-09-12,115.0,115.0,116.0,114.0,116.0,7571936.0
2024-09-13,115.5,115.5,115.5,114.0,115.0,5280969.0
2024-09-16,116.0,116.0,116.0,114.5,115.5,3765164.0
2024-09-18,116.5,116.5,116.5,115.0,115.5,11954574.0
2024-09-19,116.0,116.0,117.0,115.5,116.0,12953296.0
2024-09-20,116.5,116.5,116.5,115.0,116.0,13182438.0
2024-09-23,118.5,118.5,118.5,116.5,116.5,10294840.0
2024-09-24,118.5,118.5,119.0,117.0,118.0,15179118.0
2024-09-25,116.5,116.5,119.0,114.0,118.5,18702083.0
2024-09-26,117.5,117.5,117.5,114.5,116.5,14898837.0
2024-09-27,116.5,116.5,117.5,115.5,117.5,12554105.0
2024-09-30,115.0,115.0,116.5,115.0,116.5,6599471.0
2024-10-01,115.5,115.5,115.5,113.5,115.0,9591012.0
2024-10-04,112.5,112.5,115.0,111.5,114.5,9812369.0
2024-10-07,112.5,112.5,112.5,110.5,112.5,8259083.0
2024-10-08,112.5,112.5,113.5,110.5,111.5,9833891.0
2024-10-09,113.0,113.0,113.0,111.5,112.0,4977100.0
2024-10-11,112.0,112.0,113.0,111.5,113.0,2829077.0
2024-10-14,112.5,112.5,112.5,111.0,112.0,5023651.0
2024-10-15,112.5,112.5,113.0,112.0,112.5,4298012.0
2024-10-16,112.5,112.5,112.5,111.0,112.0,5497249.0
2024-10-17,114.0,114.0,115.0,113.0,113.5,5350684.0
2024-10-18,114.5,114.5,115.0,114.0,114.0,3981667.0
2024-10-21,113.5,113.5,115.0,113.5,115.0,3445831.0
2024-10-22,114.0,114.0,114.5,112.0,113.5,4589558.0
2024-10-23,114.0,114.0,114.0,112.0,113.5,7238032.0
2024-10-24,114.0,114.0,114.0,113.0,113.0,2821746.0
2024-10-25,114.0,114.0,114.0,113.0,113.5,1884113.0
2024-10-28,113.0,113.0,114.5,113.0,113.5,2699836.0
2024-10-29,115.5,115.5,115.5,113.0,113.0,5060612.0
2024-10-30,113.5,113.5,115.5,113.5,115.5,4294395.0
2024-11-01,113.5,113.5,115.0,112.5,113.0,7662409.0
2024-11-04,114.5,114.5,115.0,113.5,113.5,4012693.0
2024-11-05,115.5,115.5,115.5,114.0,114.5,3869856.0
2024-11-06,114.0,114.0,115.0,113.5,115.0,3744742.0
2024-11-07,113.5,113.5,114.5,112.5,113.0,3487376.0
2024-11-08,113.0,113.0,114.0,112.0,113.5,3973138.0
2024-11-11,114.5,114.5,114.5,112.5,113.0,4052639.0
2024-11-12,113.5,113.5,115.0,113.5,113.5,5802626.0
2024-11-13,114.5,114.5,115.5,113.0,113.5,5610119.0
2024-11-14,114.0,114.0,115.5,114.0,114.5,5792126.0
2024-11-15,111.0,111.0,116.5,111.0,114.5,12696622.0
2024-11-18,111.0,111.0,113.0,110.5,111.0,9296613.0
2024-11-19,112.5,112.5,112.5,109.0,111.5,10220532.0
2024-11-20,112.0,112.0,112.0,112.0,112.0,7780000.0
2024-11-21,112.5,112.5,113.0,110.5,111.0,6543557.0
2024-11-22,113.0,113.0,114.0,112.5,112.5,5123711.0
2024-11-25,115.0,115.0,115.0,113.0,113.5,8504333.0
2024-11-26,113.5,113.5,115.0,113.5,114.5,2269513.0
2024-11-27,115.0,115.0,115.0,113.5,113.5,2825601.0
2024-11-28,113.0,113.0,115.0,113.0,114.5,3289293.0
2024-11-29,113.0,113.0,114.0,112.0,112.5,3556604.0
2024-12-02,114.0,114.0,115.0,113.5,113.5,3142679.0
2024-12-03,112.5,112.5,115.0,111.0,114.5,12808319.0
2024-12-04,113.0,113.0,113.0,110.5,112.0,12301831.0
2024-12-05,112.0,112.0,113.5,111.5,112.5,6802974.0
2024-12-06,113.5,113.5,114.0,112.0,112.0,6177267.0
